has_csrf_token_in_form,has_csrf_token_in_header,has_samesite_cookie,has_origin_check,has_referer_check,http_method,is_state_changing,content_type,requires_auth,token_entropy,token_changes_per_request,response_sets_cookie,auth_mechanism,endpoint_sensitivity,is_vulnerable
1,1,Strict,1,1,GET,1,multipart/form-data,0,3.5543,1,0,none,0.249,0
0,0,absent,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.8521,1
0,0,absent,0,0,GET,0,application/x-www-form-urlencoded,1,0.0,0,0,mixed,0.8229,1
0,0,absent,0,0,PUT,1,multipart/form-data,1,0.0,0,0,cookie,0.9219,1
1,1,Strict,0,1,PUT,1,text/plain,1,5.0581,1,1,none,0.2487,0
1,1,Strict,1,1,PUT,1,multipart/form-data,0,4.2377,1,1,mixed,0.3834,0
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.5196,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.6931,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.605,1
0,0,absent,0,0,GET,0,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.774,1
0,1,Strict,0,0,POST,1,application/x-www-form-urlencoded,1,4.0908,1,1,cookie,0.585,0
1,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,1.4815,0,1,mixed,0.9491,1
1,1,Lax,0,0,GET,0,multipart/form-data,1,5.1803,1,0,header_only,0.2613,0
0,0,absent,1,0,GET,0,multipart/form-data,1,0.0,0,1,mixed,0.5403,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.5958,1
1,0,Strict,1,1,POST,1,text/plain,1,4.09,0,1,mixed,0.3934,0
1,1,Strict,1,1,POST,1,multipart/form-data,1,3.6031,1,0,cookie,0.2828,0
1,0,None,1,0,POST,1,application/x-www-form-urlencoded,1,0.504,0,1,cookie,0.7092,1
0,0,Strict,1,0,DELETE,1,application/x-www-form-urlencoded,1,4.0756,1,0,none,0.4889,0
1,0,absent,0,0,POST,1,multipart/form-data,1,1.2692,0,1,cookie,0.4917,1
1,1,Strict,1,0,PUT,1,application/x-www-form-urlencoded,1,3.966,1,0,none,0.4145,0
0,0,absent,0,0,GET,0,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.9305,1
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.5588,1
0,0,None,0,0,POST,1,multipart/form-data,1,0.0,0,0,mixed,0.6374,1
1,0,Lax,1,1,PUT,1,application/x-www-form-urlencoded,0,3.6594,1,0,mixed,0.3297,0
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,0,cookie,0.9732,1
1,0,Lax,0,0,POST,1,multipart/form-data,1,5.2221,1,1,mixed,0.6891,0
0,0,None,0,0,POST,1,application/json,1,0.0,0,1,cookie,0.3039,1
1,1,Lax,1,0,PUT,1,multipart/form-data,1,4.5612,1,1,mixed,0.1465,0
0,0,None,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.498,1
1,0,Lax,1,0,POST,1,multipart/form-data,1,0.6207,0,1,cookie,0.5139,1
0,1,Lax,1,0,PUT,1,application/json,1,3.7059,0,0,mixed,0.4309,0
0,0,absent,0,0,GET,0,multipart/form-data,1,0.0,0,0,cookie,0.3472,1
1,0,Strict,1,1,POST,1,multipart/form-data,1,5.7025,1,0,cookie,0.3714,0
1,0,absent,0,0,POST,1,application/json,1,1.8858,0,1,cookie,0.7169,1
1,1,absent,1,0,DELETE,0,application/json,1,2.0525,1,0,mixed,0.2897,0
1,1,Lax,0,1,PATCH,1,text/plain,1,3.5562,1,1,cookie,0.1205,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.601,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.5988,1
0,0,None,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.7602,1
1,1,Lax,1,1,POST,1,application/x-www-form-urlencoded,1,5.4116,1,0,mixed,0.556,0
1,0,Strict,1,1,PUT,1,application/json,1,4.0214,1,0,cookie,0.1802,0
0,0,None,0,0,POST,1,multipart/form-data,1,0.0,0,0,cookie,0.9573,1
1,1,Lax,1,1,POST,1,multipart/form-data,1,4.9605,1,1,cookie,0.4189,0
0,0,absent,0,0,POST,1,multipart/form-data,0,0.0,0,1,mixed,0.4451,1
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.8026,1
1,1,Lax,0,0,POST,1,text/plain,1,5.5167,1,1,cookie,0.3635,0
1,1,Lax,0,0,POST,1,application/x-www-form-urlencoded,1,5.7488,1,0,none,0.6668,0
0,0,absent,0,0,GET,0,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.9825,1
1,1,Strict,1,0,POST,1,application/json,0,4.5554,1,1,none,0.314,0
1,1,Lax,1,0,POST,1,application/x-www-form-urlencoded,1,4.9701,1,1,none,0.0672,0
0,0,absent,0,0,PUT,1,multipart/form-data,1,0.0,0,1,mixed,0.8935,1
1,0,Strict,1,0,PUT,1,multipart/form-data,1,4.8132,1,1,mixed,0.1352,0
0,0,Lax,1,1,PUT,1,text/plain,0,3.2571,1,0,mixed,0.0585,0
1,1,Lax,1,1,GET,0,multipart/form-data,1,4.0601,0,0,cookie,0.3021,0
0,0,None,0,0,GET,0,application/json,1,0.0,0,1,cookie,0.6301,1
0,0,absent,0,0,PUT,1,application/json,1,0.0,0,0,cookie,0.709,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,mixed,0.8897,1
1,1,Lax,1,0,POST,1,application/x-www-form-urlencoded,1,3.884,1,1,cookie,0.4012,0
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.4497,1
1,1,Lax,0,0,PATCH,1,application/json,1,3.0419,1,1,none,0.3582,0
0,1,absent,1,1,POST,1,text/plain,0,0.0,0,0,none,0.679,1
1,0,Strict,1,0,POST,1,application/x-www-form-urlencoded,0,5.2476,1,1,cookie,0.1993,0
1,0,Strict,0,1,GET,0,application/x-www-form-urlencoded,0,3.6358,1,1,none,0.3334,0
0,0,absent,0,0,GET,0,multipart/form-data,1,0.0,0,1,cookie,0.3214,1
1,0,Strict,1,1,PUT,1,multipart/form-data,0,4.511,1,0,cookie,0.2987,0
1,0,Lax,0,1,PUT,1,multipart/form-data,1,3.1348,1,0,mixed,0.1726,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.7486,1
0,1,None,1,0,PATCH,1,text/plain,1,5.6761,0,1,mixed,0.366,0
1,1,Lax,1,0,POST,1,application/x-www-form-urlencoded,0,3.598,1,1,mixed,0.3979,0
0,0,absent,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.9317,1
0,0,absent,0,0,PATCH,1,multipart/form-data,1,0.0,0,0,cookie,0.6114,1
1,0,Lax,1,0,POST,1,application/x-www-form-urlencoded,0,4.9002,1,0,cookie,0.3243,0
1,0,Lax,1,0,POST,1,application/json,1,4.036,1,0,mixed,0.5189,0
1,1,Lax,1,0,POST,1,application/json,1,4.451,1,1,cookie,0.4794,0
1,0,Strict,1,0,POST,0,text/plain,0,5.6837,1,0,cookie,0.3997,0
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.8298,1
0,0,Lax,0,1,PUT,1,application/x-www-form-urlencoded,1,5.2003,1,1,mixed,0.6306,0
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,mixed,0.9117,1
1,1,Strict,1,0,GET,1,application/x-www-form-urlencoded,0,5.3744,1,1,none,0.1904,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.365,1
1,1,Strict,1,0,POST,1,application/json,1,3.9069,1,0,cookie,0.3033,0
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.521,1
1,1,Lax,0,0,DELETE,1,text/plain,1,3.1652,1,0,header_only,0.4339,0
1,0,Strict,0,0,POST,1,application/json,1,3.3776,1,0,mixed,0.2445,0
1,0,None,0,1,POST,1,text/plain,1,4.6195,0,0,mixed,0.5812,0
0,0,absent,0,0,POST,1,application/json,1,0.0,0,1,cookie,0.9839,1
1,0,Strict,1,0,POST,1,application/x-www-form-urlencoded,1,3.8991,1,1,cookie,0.3902,0
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,0,cookie,0.6481,1
1,0,Lax,1,1,DELETE,1,application/json,1,3.0407,1,1,none,0.2613,0
0,0,None,0,0,PUT,1,application/json,1,0.0,0,1,cookie,0.6907,1
1,0,absent,0,0,PATCH,1,multipart/form-data,1,2.424,0,1,mixed,0.5404,1
0,0,absent,0,0,PATCH,1,application/json,0,0.0,0,0,mixed,0.2409,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.7772,1
1,0,Lax,1,0,POST,0,application/x-www-form-urlencoded,1,4.217,1,1,header_only,0.4311,0
1,0,Lax,1,0,POST,1,application/x-www-form-urlencoded,0,4.0135,1,0,cookie,0.4196,0
1,1,Strict,1,1,PUT,1,application/x-www-form-urlencoded,1,3.2507,1,1,cookie,0.4798,0
0,0,Lax,1,0,POST,1,application/json,1,4.3637,1,1,none,0.2217,0
0,0,None,0,0,GET,0,multipart/form-data,1,0.0,0,1,cookie,0.8067,1
0,1,Lax,1,1,POST,1,multipart/form-data,1,4.3352,1,1,mixed,0.6993,0
1,0,Strict,1,1,DELETE,0,multipart/form-data,1,3.6241,1,0,header_only,0.1884,0
1,0,Lax,0,0,GET,0,application/x-www-form-urlencoded,0,5.7815,1,0,mixed,0.5441,0
1,0,Lax,1,0,DELETE,1,multipart/form-data,1,4.2778,1,0,header_only,0.1349,0
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.456,1
1,1,Strict,0,0,GET,0,application/json,0,4.6914,1,0,none,0.516,0
1,1,Strict,0,0,POST,0,application/x-www-form-urlencoded,1,3.7826,1,1,none,0.1269,0
1,0,Lax,1,0,PUT,1,application/json,1,5.2383,1,1,cookie,0.1422,0
1,0,Lax,1,1,PUT,1,application/x-www-form-urlencoded,1,3.5293,1,0,cookie,0.4399,0
0,0,absent,0,0,POST,1,application/json,1,0.0,0,1,mixed,0.5567,1
0,1,Strict,0,1,DELETE,1,application/json,0,3.9693,1,0,header_only,0.6496,0
0,0,absent,0,0,DELETE,1,application/json,1,0.0,0,0,cookie,0.5765,1
1,0,Strict,1,0,DELETE,0,multipart/form-data,0,4.9029,1,1,none,0.2264,0
1,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,1.228,0,1,mixed,0.7427,1
1,1,Strict,0,1,POST,1,application/x-www-form-urlencoded,1,4.5136,1,0,cookie,0.3847,0
1,0,Lax,0,1,DELETE,1,multipart/form-data,1,4.872,1,0,none,0.4081,0
0,0,None,0,0,DELETE,1,multipart/form-data,1,0.0,0,1,mixed,0.8539,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.8386,1
0,0,absent,0,0,PATCH,1,application/json,1,0.0,0,0,cookie,0.8808,1
1,1,Lax,1,0,POST,1,application/x-www-form-urlencoded,1,4.4618,1,1,cookie,0.0756,0
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.883,1
1,0,Lax,1,0,POST,1,application/x-www-form-urlencoded,1,5.4749,1,0,none,0.0488,0
0,0,None,1,1,POST,0,application/x-www-form-urlencoded,0,2.852,0,0,mixed,0.2503,0
1,1,Strict,1,1,PUT,1,application/x-www-form-urlencoded,0,4.9737,1,1,cookie,0.4913,0
1,1,Lax,1,0,GET,0,application/x-www-form-urlencoded,1,4.0292,1,0,none,0.208,0
1,1,Lax,0,0,GET,0,multipart/form-data,1,5.6963,1,1,none,0.1194,0
0,0,None,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.8601,1
1,0,Lax,1,0,POST,0,application/json,1,3.9326,1,1,none,0.5742,0
0,0,absent,0,0,POST,1,multipart/form-data,0,0.0,0,1,mixed,0.2242,1
1,0,Lax,1,1,DELETE,1,text/plain,1,2.468,0,1,cookie,0.0279,0
1,1,Strict,0,0,POST,1,multipart/form-data,0,5.6638,1,1,none,0.2864,0
1,1,Lax,1,1,POST,1,multipart/form-data,1,5.4855,1,0,none,0.311,0
1,0,Strict,1,0,PUT,1,application/x-www-form-urlencoded,1,4.8745,1,0,none,0.3758,0
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.4799,1
1,1,Strict,1,1,PUT,1,application/x-www-form-urlencoded,0,5.4369,1,0,mixed,0.6011,0
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.9235,1
0,0,None,0,0,PUT,1,application/json,1,0.0,0,1,cookie,0.6728,1
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.6053,1
0,0,absent,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.9092,1
1,0,Strict,1,0,GET,1,text/plain,1,5.5967,1,0,mixed,0.5485,0
0,0,None,0,0,PATCH,1,application/json,1,0.0,0,0,mixed,0.3324,1
0,0,absent,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.4273,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.5809,1
0,0,absent,0,0,PATCH,1,multipart/form-data,1,0.0,0,0,mixed,0.9967,1
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,0,cookie,0.4193,1
1,1,Lax,0,0,PUT,1,application/json,0,3.0458,1,0,mixed,0.0234,0
0,0,absent,0,0,GET,0,multipart/form-data,1,0.0,0,1,cookie,0.8593,1
1,0,Strict,0,0,GET,0,text/plain,1,5.1021,1,1,none,0.6003,0
1,0,Lax,1,0,POST,1,application/json,1,4.5821,1,1,header_only,0.5873,0
0,0,None,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.6696,1
0,1,Lax,1,1,PUT,1,multipart/form-data,1,3.0207,1,0,mixed,0.2915,0
1,0,Strict,1,0,GET,1,text/plain,1,3.8051,1,0,header_only,0.4284,0
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.9012,1
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.7638,1
1,1,Strict,1,1,PUT,1,text/plain,1,3.515,1,0,mixed,0.5501,0
0,0,absent,0,0,PATCH,1,multipart/form-data,1,0.0,0,0,mixed,0.7026,1
0,0,Lax,1,1,POST,1,application/x-www-form-urlencoded,1,4.7655,1,1,none,0.2171,0
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.8316,1
1,0,Lax,1,1,POST,1,application/x-www-form-urlencoded,1,5.1454,1,0,cookie,0.3138,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.9566,1
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,0,cookie,0.7657,1
1,0,Strict,1,0,PATCH,1,application/x-www-form-urlencoded,1,3.3922,1,1,none,0.4421,0
0,0,None,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.91,1
0,1,Strict,1,0,POST,1,application/x-www-form-urlencoded,1,4.0162,1,0,none,0.224,0
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.5859,1
1,1,Strict,1,0,PUT,1,application/x-www-form-urlencoded,1,3.9919,0,0,cookie,0.2684,0
0,0,absent,0,0,GET,0,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.8998,1
1,1,None,1,0,PUT,1,application/x-www-form-urlencoded,1,3.2417,0,0,none,0.549,0
1,1,Lax,0,1,POST,1,multipart/form-data,1,4.5843,0,0,cookie,0.4314,0
0,0,absent,0,0,PUT,1,multipart/form-data,1,0.0,0,1,cookie,0.9448,1
0,0,absent,0,0,GET,0,application/x-www-form-urlencoded,1,0.0,0,0,mixed,0.3729,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.4602,1
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.6259,1
1,1,Strict,0,1,PUT,1,multipart/form-data,1,4.665,1,1,none,0.032,0
0,0,None,0,0,PUT,1,multipart/form-data,1,0.0,0,1,cookie,0.4425,1
0,0,None,0,0,GET,0,multipart/form-data,1,0.0,0,1,mixed,0.9237,1
1,1,Strict,0,0,POST,1,application/x-www-form-urlencoded,0,4.8378,1,1,mixed,0.4775,0
0,1,Strict,0,1,POST,1,application/json,0,5.1276,1,1,cookie,0.3882,0
1,1,Strict,1,0,PUT,1,application/x-www-form-urlencoded,0,5.128,1,0,cookie,0.0441,0
1,1,Lax,1,0,POST,1,application/x-www-form-urlencoded,0,4.5976,1,0,mixed,0.4716,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.8327,1
0,0,absent,0,0,GET,0,multipart/form-data,1,0.0,0,1,cookie,0.3088,1
1,0,Lax,1,0,POST,1,text/plain,0,5.1758,1,0,none,0.4526,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.9182,1
0,0,absent,0,0,PUT,1,multipart/form-data,1,0.0,0,1,cookie,0.6553,1
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,0,cookie,0.5135,1
0,0,None,0,0,DELETE,1,application/json,1,0.0,0,0,cookie,0.874,1
1,1,Lax,1,1,POST,1,application/x-www-form-urlencoded,1,4.7495,1,1,cookie,0.0023,0
1,0,Lax,0,0,DELETE,1,multipart/form-data,1,3.9663,0,0,mixed,0.6764,0
1,1,Lax,1,1,GET,0,application/json,1,4.009,1,0,none,0.5026,0
1,0,Strict,1,1,POST,1,application/x-www-form-urlencoded,1,5.4571,1,1,none,0.5216,0
0,0,None,0,0,GET,0,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.7655,1
1,1,Strict,1,1,GET,0,multipart/form-data,0,5.364,1,0,header_only,0.0183,0
1,0,None,0,0,PUT,1,application/x-www-form-urlencoded,1,1.0858,0,0,cookie,0.5464,1
1,0,Strict,0,1,GET,0,application/json,0,4.3884,1,1,none,0.6233,0
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.8933,1
1,0,Strict,0,0,PUT,0,application/x-www-form-urlencoded,0,3.7566,1,1,header_only,0.4582,0
0,0,absent,0,0,PATCH,1,application/json,1,0.0,0,0,cookie,0.9026,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.5887,1
0,0,None,0,0,PUT,1,multipart/form-data,1,0.0,0,1,mixed,0.5287,1
1,1,Strict,0,0,PUT,0,application/json,1,4.2345,1,0,mixed,0.4581,0
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.749,1
1,1,Lax,1,0,DELETE,1,application/json,0,4.1747,1,1,header_only,0.0239,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.7861,1
0,0,None,0,0,DELETE,1,application/json,0,0.0,0,1,cookie,0.2667,1
0,0,Lax,1,1,POST,0,text/plain,0,2.766,0,1,header_only,0.2914,0
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.7714,1
0,0,None,0,0,PATCH,1,multipart/form-data,1,0.0,0,1,cookie,0.4671,1
1,0,Lax,1,0,GET,0,application/json,1,3.5594,1,0,cookie,0.2595,0
0,0,absent,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.4394,1
1,0,Strict,1,1,DELETE,1,application/x-www-form-urlencoded,0,5.4652,1,1,cookie,0.5631,0
0,0,absent,0,0,PUT,1,multipart/form-data,1,0.0,0,0,cookie,0.8211,1
1,0,Lax,1,0,PUT,1,multipart/form-data,1,5.9704,1,0,header_only,0.2681,0
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.6054,1
1,0,Lax,1,0,POST,1,application/x-www-form-urlencoded,1,3.9835,1,1,mixed,0.0731,0
1,1,Lax,0,0,POST,1,multipart/form-data,1,3.4944,1,0,cookie,0.4236,0
1,0,Lax,1,1,PUT,1,text/plain,1,4.6904,1,0,mixed,0.0313,0
1,1,Strict,1,1,GET,0,multipart/form-data,1,5.1477,1,0,mixed,0.5865,0
0,0,None,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.9842,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.8302,1
0,0,absent,0,0,GET,0,multipart/form-data,1,0.0,0,1,cookie,0.8239,1
1,1,Strict,1,0,GET,1,text/plain,1,5.249,1,0,cookie,0.3327,0
1,1,Lax,0,1,DELETE,1,application/x-www-form-urlencoded,1,4.9924,1,1,none,0.4322,0
1,0,Lax,0,1,POST,1,text/plain,1,5.2323,1,1,cookie,0.0091,0
1,0,Lax,1,1,GET,0,multipart/form-data,1,3.3992,1,1,cookie,0.3013,0
0,0,absent,0,0,DELETE,1,multipart/form-data,1,0.0,0,0,cookie,0.675,1
0,0,absent,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.9002,1
1,0,Strict,0,1,PUT,1,multipart/form-data,1,3.375,1,1,none,0.5966,0
1,0,Lax,1,0,GET,0,multipart/form-data,1,3.6798,1,0,cookie,0.0817,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.5184,1
1,0,Lax,1,1,POST,1,application/x-www-form-urlencoded,1,3.9017,1,1,cookie,0.3779,0
0,0,None,0,0,POST,1,multipart/form-data,1,0.0,0,0,cookie,0.8377,1
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,1,mixed,0.5507,1
0,0,None,0,0,POST,1,application/json,1,0.0,0,1,cookie,0.7792,1
0,1,Lax,1,1,POST,1,application/json,0,5.493,1,0,cookie,0.3412,0
0,0,absent,0,0,PUT,1,multipart/form-data,1,0.0,0,1,cookie,0.8772,1
0,0,None,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,0,mixed,0.9681,1
0,0,absent,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.9656,1
1,0,Lax,1,1,POST,1,application/x-www-form-urlencoded,1,5.2705,1,1,header_only,0.332,0
1,0,absent,1,0,PUT,1,application/json,1,0.632,1,1,none,0.3856,1
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.4795,1
0,0,absent,0,0,GET,0,application/json,1,0.0,0,0,cookie,0.608,1
0,0,absent,0,0,PATCH,1,multipart/form-data,1,0.0,0,1,mixed,0.5957,1
1,0,None,0,0,PATCH,1,application/x-www-form-urlencoded,1,1.8543,0,1,cookie,0.6857,1
0,0,None,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.9911,1
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.5043,1
0,0,absent,0,0,PATCH,1,multipart/form-data,1,0.0,0,1,mixed,0.9286,1
0,0,None,0,0,PUT,1,multipart/form-data,1,0.0,0,1,mixed,0.9192,1
1,0,Strict,1,1,POST,1,application/json,1,5.2294,1,1,none,0.5604,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.6551,1
1,0,Lax,0,0,PUT,1,multipart/form-data,1,4.7994,1,1,none,0.2536,0
0,0,None,0,0,PUT,1,multipart/form-data,1,0.0,0,0,cookie,0.769,1
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.9329,1
0,0,Strict,1,0,GET,0,text/plain,1,3.0972,1,0,cookie,0.5228,0
0,0,None,0,0,GET,0,multipart/form-data,1,0.0,0,0,cookie,0.8277,1
1,0,Strict,0,0,POST,0,application/json,1,4.9742,1,0,none,0.6136,0
1,1,Lax,1,1,POST,1,application/x-www-form-urlencoded,0,5.3515,1,0,mixed,0.5693,0
0,0,absent,0,0,POST,1,application/json,1,0.0,0,1,cookie,0.6617,1
0,0,absent,0,0,GET,0,multipart/form-data,1,0.0,0,1,cookie,0.8618,1
1,1,Lax,1,1,GET,0,application/json,0,3.0686,1,0,header_only,0.3418,0
1,1,Strict,1,0,PUT,0,text/plain,0,3.9689,1,1,cookie,0.53,0
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.5717,1
0,0,None,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.7324,1
1,1,Lax,1,0,PUT,1,application/x-www-form-urlencoded,1,3.8509,1,0,cookie,0.2586,0
0,0,None,0,0,GET,0,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.5964,1
1,0,Lax,1,1,DELETE,1,application/json,1,5.8675,1,1,none,0.3942,0
1,1,Lax,1,1,POST,1,application/x-www-form-urlencoded,1,4.3672,1,1,cookie,0.5586,0
1,0,Strict,0,1,GET,0,multipart/form-data,1,3.7742,1,1,mixed,0.4982,0
1,1,Lax,1,1,POST,0,text/plain,1,5.5374,1,1,mixed,0.585,0
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.499,1
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.4402,1
0,0,None,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.6741,1
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.5902,1
1,0,Lax,1,1,POST,1,text/plain,1,5.9317,1,1,none,0.5549,0
1,0,Strict,1,1,PUT,1,application/x-www-form-urlencoded,1,5.1168,1,0,cookie,0.1879,0
1,0,None,1,0,POST,1,application/x-www-form-urlencoded,1,1.9768,0,1,cookie,0.4435,1
1,0,Strict,1,0,POST,1,application/json,0,4.0069,1,0,cookie,0.6441,0
1,1,Strict,1,1,POST,1,application/x-www-form-urlencoded,1,4.4048,1,1,cookie,0.0233,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,mixed,0.7718,1
0,0,absent,0,0,DELETE,1,multipart/form-data,1,0.0,0,1,mixed,0.8983,1
1,1,Lax,1,0,POST,1,text/plain,1,4.6872,1,1,header_only,0.2019,0
1,1,Strict,1,1,GET,0,application/x-www-form-urlencoded,0,4.7583,1,1,mixed,0.3191,0
1,0,Strict,1,1,POST,1,multipart/form-data,1,4.238,1,0,none,0.3854,0
1,0,None,0,0,GET,0,multipart/form-data,1,0.876,0,1,cookie,0.9015,1
1,0,None,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.8543,0,0,cookie,0.493,1
1,0,Lax,1,0,POST,1,application/x-www-form-urlencoded,1,3.9958,0,1,none,0.5182,0
0,0,None,0,0,POST,1,application/json,0,0.0,0,0,cookie,0.3036,1
1,1,Lax,1,1,POST,1,multipart/form-data,1,4.0754,1,1,cookie,0.1036,0
1,0,Strict,1,1,POST,1,application/x-www-form-urlencoded,0,5.5669,1,0,cookie,0.1063,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.6865,1
0,1,Strict,1,1,POST,1,text/plain,0,4.6236,1,1,mixed,0.3022,0
1,0,Strict,0,1,GET,0,application/json,1,4.5589,1,0,mixed,0.1185,0
1,0,None,0,0,DELETE,1,multipart/form-data,1,2.0415,0,1,cookie,0.5338,1
